User ID;Category 1;Category 2;Category 3;Category 4;Category 5;Category 6;Category 7;Category 8;Category 9;Category 10
User 968;0.74;Oca.36;0.64;0.54;0.64;1.Tem;Mar.18;Þub.85;Oca.66;Þub.58
User 969;0.51;1.Þub;0.22;0.73;0.9;Þub.22;Mar.18;Þub.77;Oca.34;3.May
User 970;0.8;Oca.32;0.4;0.61;0.32;0.96;Mar.18;Þub.57;Oca.54;Þub.54
User 971;0.58;Oca.96;0.24;0.47;1.Nis;Oca.74;Mar.18;2.Tem;Oca.57;Þub.62
User 972;Oca.28;Oca.24;0.14;0.55;0.62;Þub.26;Mar.18;Þub.86;Þub.46;Þub.54
User 973;Oca.22;Oca.16;0.38;Oca.55;0.4;Oca.24;Mar.18;Þub.82;Oca.92;Þub.54
User 974;0.38;Oca.96;0.19;0.48;Oca.14;Þub.14;Mar.18;Þub.78;Oca.54;Þub.58
User 975;1.Þub;Þub.44;Oca.89;0.47;Oca.76;2.May;Mar.19;Þub.66;Oca.73;Þub.48
User 976;0.74;1.Ara;0.3;0.53;0.88;Oca.38;Mar.17;Þub.78;0.99;3.Þub
User 977;Oca.25;0.92;1.Ara;0.38;0.78;Oca.68;Mar.18;Þub.79;Oca.34;2.Aðu
User 978;0.61;Oca.32;0.67;0.43;1.Mar;Oca.78;Mar.17;Þub.81;Oca.34;3.Þub
User 979;0.93;0.2;0.13;0.43;0.3;0.4;Mar.18;Þub.98;1.Ara;Þub.46
User 980;0.93;0.56;Oca.13;0.51;Oca.34;Þub.36;Mar.18;Þub.87;Oca.34;2.Nis
